image,caption
./images/train/1160.jpg,"a man taking a picture of a display of horses
"
./images/train/1161.jpg,"a large box with a design on it
"
./images/train/1162.jpg,"a white bird in a cage
"
./images/train/1163.jpg,"a blue butterfly is displayed in a frame
"
./images/train/1164.jpg,"two cats are standing in front of a glass window
"
./images/train/1165.jpg,"a man standing in a park with a kite in the air
"
./images/train/1166.jpg,"cherry blossoms in the city
"
./images/train/1167.jpg,"a large purple lighted sculpture in a store
"
./images/train/1168.jpg,"a tall building with a lot of lights on it
"
./images/train/1169.jpg,"two cups of milk tea with chinese characters on them
"
./images/train/117.jpg,"a statue of a man on a horse in a city at night
"
./images/train/1170.jpg,"a display of artifacts in a museum
"
./images/train/1171.jpg,"a woman is looking at a wall of butterflies
"
./images/train/1172.jpg,"a wall with pictures
"
./images/train/1173.jpg,"a blue cage with a blue bird inside
"
./images/train/1174.jpg,"a large wooden frame with a glass door
"
./images/train/1175.jpg,"a small piece of wood on display in a museum
"
./images/train/1176.jpg,"a sword is shown in the dark with a light shining on it
"
./images/train/1177.jpg,"a display of several different types of pots and pans
"
./images/train/1178.jpg,"a group of people standing around a display of horses
"
./images/train/1179.jpg,"a display of ancient artifacts on display in a museum
"
./images/train/118.jpg,"an anime character with glasses on and a smile
"
./images/train/1180.jpg,"a framed butterfly on a blue table
"
./images/train/1181.jpg,"a white bird in a cage
"
./images/train/1182.jpg,"a display of butterflies in frames on a table
"
./images/train/1183.jpg,"a display of gold and silver objects on a table
"
./images/train/1184.jpg,"a display case with several different types of bowls
"
./images/train/1185.jpg,"a large blue ball hanging from the ceiling
"
./images/train/1186.jpg,"a bag of chinese food sitting on a table
"
./images/train/1187.jpg,"two wooden sticks with a knife on top of them
"
./images/train/1188.jpg,"a black wall with several pictures of different types of paper
"
./images/train/1189.jpg,"two chinese scrolls on display in a museum
"
./images/train/119.jpg,"a purple and white cat keychain sitting next to a laptop
"
./images/train/1190.jpg,"a white bird in a cage
"
./images/train/1191.jpg,"people walking around a flower covered building
"
./images/train/1192.jpg,"a blue moon hanging from the ceiling
"
./images/train/1193.jpg,"a busy street with cars and buses in the middle of a city
"
./images/train/1194.jpg,"a large sign that says i love wh
"
./images/train/1195.jpg,"two tall buildings with chinese writing on them at night
"
./images/train/1196.jpg,"a building with a sign that says ""taj hotel"" at night
"
./images/train/1197.jpg,"a green building with a clock on it
"
./images/train/1198.jpg,"a glass display case with a small object on top
"
./images/train/1199.jpg,"a box with a lot of writing on it
"
./images/train/12.jpg,"a group of people standing on the side of a street
"
./images/train/120.jpg,"people are walking around in front of a large building with two clocks on it
"
./images/train/1200.jpg,"a golden vase on display in a museum
"
./images/train/1201.jpg,"a blue and white cage
"
./images/train/1202.jpg,"a tray with two bowls of rice and two bowls of meat
"
./images/train/1203.jpg,"a large sign with chinese writing on it
"
./images/train/1204.jpg,"a large room with a glass floor and people standing around
"
./images/train/1205.jpg,"a display case with several pieces of gold and silver
"
./images/train/1206.jpg,"a man and woman are on a television screen
"
./images/train/1207.jpg,"a rabbit is on the screen of a tv
"
./images/train/1208.jpg,"wind turbines in the distance on a highway
"
./images/train/1209.jpg,"a road in the fog with snow on the ground
"
./images/train/121.jpg,"the entrance to the temple of the white lotus
"
./images/train/1210.jpg,"a large pan filled with crawfish
"
./images/train/1211.jpg,"a chinese book with red ink on it
"
./images/train/1212.jpg,"a cartoon dog with a yellow ball in its mouth
"
./images/train/1213.jpg,"a woman with a blue backpack is shown on the app
"
./images/train/1214.jpg,"a sign with a qr code on it and a drink
"
./images/train/1215.jpg,"a body of water
"
./images/train/1216.jpg,"a person holding a book with an oriental design
"
./images/train/1217.jpg,"a dog is sitting on the floor with a person standing next to it
"
./images/train/1218.jpg,"people sitting at tables in a brick building
"
./images/train/1219.jpg,"a person holding a key to a car
"
./images/train/122.jpg,"a waterfall is seen in the middle of a building
"
./images/train/1220.jpg,"a long hallway with a bench and a wall
"
./images/train/1221.jpg,"a parking lot with several cars parked in it
"
./images/train/1222.jpg,"an old map of japan with the city of tokyo
"
./images/train/1223.jpg,"a large building with a large screen on the side
"
./images/train/1224.jpg,"a street sign with a number on it
"
./images/train/1225.jpg,"a person eating food on a plate
"
./images/train/1226.jpg,"a computer monitor, keyboard and mouse on a desk
"
./images/train/1227.jpg,"a street lined with trees and a sidewalk
"
./images/train/1228.jpg,"people walk around a large oriental building with lanterns
"
./images/train/1229.jpg,"a large building with a lot of lights on it
"
./images/train/123.jpg,"people walking in front of a yellow building
"
./images/train/1230.jpg,"pink flowers are blooming in front of a building
"
./images/train/1231.jpg,"a street with trees and a building in the background
"
./images/train/1232.jpg,"two stuffed animals are holding hands in the air
"
./images/train/1233.jpg,"two pictures of cherry blossoms in the evening
"
./images/train/1234.jpg,"two men in yellow vests are working on a table
"
./images/train/1235.jpg,"a pan on a grill with food cooking on it
"
./images/train/1236.jpg,"a stage with blue lights and chinese writing on it
"
./images/train/1237.jpg,"a tree with pink flowers and a window in front of it
"
./images/train/1238.jpg,"a large building with a sign that says ""china oil""
"
./images/train/1239.jpg,"a snow covered area with a shed and a fence
"
./images/train/124.jpg,"a display case with old photographs on it
"
./images/train/1240.jpg,"a view of a city plaza from inside a building
"
./images/train/1241.jpg,"a close up of a set of stairs
"
./images/train/1242.jpg,"the city skyline is lit up at night
"
./images/train/1243.jpg,"a bowl of rice and a bowl of soup on a table
"
./images/train/1244.jpg,"a woman is taking a picture of her backpack
"
./images/train/1245.jpg,"a row of motorcycles parked in a parking lot
"
./images/train/1246.jpg,"a red bowl of food with rice and an egg
"
./images/train/1247.jpg,"a group of people are sitting on bunk beds in a train
"
./images/train/1248.jpg,"a group of people are gathered around a man
"
./images/train/1249.jpg,"a motorcycle with a seat and a helmet on it
"
./images/train/125.jpg,"a photo of a group of men in chinese clothing
"
./images/train/1250.jpg,"a mouse sitting on top of a desk with a computer monitor
"
./images/train/1251.jpg,"a bottle of men's salt in a hand
"
./images/train/1252.jpg,"a large apartment building with many windows and balconies
"
./images/train/1253.jpg,"a person taking a picture of people on a street
"
./images/train/1254.jpg,"a cat jumping in the snow with the sun in the background
"
./images/train/1255.jpg,"a map of the park with a sign that says ""the lake""
"
./images/train/1256.jpg,"a street with many motorcycles parked on it
"
./images/train/1257.jpg,"a view of a city from a car window
"
./images/train/1258.jpg,"a plant is sitting on a window sill in front of a building
"
./images/train/1259.jpg,"the screen of a computer with chinese language
"
./images/train/126.jpg,"a red light is shining on a painting of soldiers
"
./images/train/1260.jpg,"a view of the lake at night with trees and grass
"
./images/train/1261.jpg,"a cartoon of a cat and a tiger in chinese
"
./images/train/1262.jpg,"people walk under red lanterns in a shopping mall
"
./images/train/1263.jpg,"a street with trees and cars parked on both sides
"
./images/train/1264.jpg,"a group of electric scooters parked on the sidewalk
"
./images/train/1265.jpg,"a movie screen showing a man walking down a path
"
./images/train/1266.jpg,"a movie theater with curtains and a screen showing a beach scene
"
./images/train/1267.jpg,"a path along the water with trees and a sun shining
"
./images/train/1268.jpg,"a table with bowls of food and a tv
"
./images/train/1269.jpg,"a display case with cakes and other food items
"
./images/train/127.jpg,"a portrait of a man with a beard and a beard
"
./images/train/1270.jpg,"a ferris wheel is in front of a river and trees
"
./images/train/1271.jpg,"an office with desks and chairs in it
"
./images/train/1272.jpg,"cars driving down a street at night with fog
"
./images/train/1273.jpg,"the building is lit up at night
"
./images/train/1274.jpg,"people walking around a street at night with a lot of lights
"
./images/train/1275.jpg,"a white paper with a drawing of a line and a number written on it
"
./images/train/1276.jpg,"a person holding a bag of dried fruit in chinese
"
./images/train/1277.jpg,"a bowl of noodles and vegetables being stirred
"
./images/train/1278.jpg,"a row of motorcycles parked in a parking lot
"
./images/train/128.jpg,"people looking at pictures of people in a museum
"
./images/train/1280.jpg,"a plastic container with a bunch of noodles in it
"
./images/train/1281.jpg,"a dog is looking up at the camera
"
./images/train/1282.jpg,"a handwritten note on a black background
"
./images/train/1283.jpg,"a small bottle of green liquid sitting on a desk
"
./images/train/1284.jpg,"a man in white shirt holding a gold object
"
./images/train/1285.jpg,"a box with a basketball inside of it
"
./images/train/1286.jpg,"two chinese flags hanging on a wall
"
./images/train/1287.jpg,"a person sitting in a chair with a green backpack
"
./images/train/1288.jpg,"a white air conditioner in an office room
"
./images/train/1289.jpg,"a stairway with a railing and a light shining down
"
./images/train/129.jpg,"a view of the sky from a window in a house
"
./images/train/1290.jpg,"people are walking and riding motorcycles in a city
"
./images/train/1291.jpg,"a street sign in china with the words xinjiang lu fangong
"
./images/train/1292.jpg,"a building with a roof that has been damaged by the wind
"
./images/train/1293.jpg,"a person walking on a sidewalk at night
"
./images/train/1294.jpg,"a long hallway with benches and a sign on the wall
"
./images/train/1295.jpg,"lebron james wallpapers
"
./images/train/1296.jpg,"a picture of a view from the top of a building
"
./images/train/1297.jpg,"a cherry blossom tree with a blue sky in the background
"
./images/train/1298.jpg,"people walking around a chinese temple at night
"
./images/train/1299.jpg,"the chinese new year calendar is displayed on a red background
"
./images/train/13.jpg,"a view of the city skyline from a rooftop
"
./images/train/130.jpg,"people are standing outside of a chinese building with umbrellas
"
./images/train/1300.jpg,"a motorcycle parked on the side of the road
"
./images/train/1301.jpg,"two maps with chinese characters and english words
"
./images/train/1302.jpg,"a sunset with clouds in the sky
"
./images/train/1303.jpg,"two ground squirrels eating carrots
"
./images/train/1304.jpg,"a pagoda surrounded by trees and flowers
"
./images/train/1305.jpg,"a washing machine and a box sitting on the floor
"
./images/train/1306.jpg,"a band performing on stage with purple lights
"
./images/train/1307.jpg,"a large screen with a chinese language message on it
"
./images/train/1308.jpg,"a poster for a chinese movie with seagulls flying over the water
"
./images/train/1309.jpg,"a large golden sculpture of a clock in a park
"
./images/train/131.jpg,"a display case with two bowls and a cup on display
"
./images/train/1310.jpg,"a person with a knee injury that has blood on it
"
./images/train/1311.jpg,"a screen shot of a poker game with two cards
"
./images/train/1312.jpg,"a bouquet of white lilies and red ribbon
"
./images/train/1313.jpg,"a laptop with headphones and a mouse on a table
"
./images/train/1314.jpg,"a pair of ear buds in a clear bag
"
./images/train/1315.jpg,"two anime characters are standing next to each other
"
./images/train/1316.jpg,"an anime character laying down with a rose on his head
"
./images/train/1317.jpg,"a statue of mao is in the middle of a city
"
./images/train/1318.jpg,"a screenshot of the korean language on an iphone
"
./images/train/1319.jpg,"a large room with people sitting in chairs and a screen
"
./images/train/132.jpg,"a bronze disk on display in a museum
"
./images/train/1320.jpg,"a group of four large blue water jugs
"
./images/train/1321.jpg,"a broom sitting on the floor next to a chair
"
./images/train/1322.jpg,"a view of a building at night with trees
"
./images/train/1323.jpg,"a black door with a white door handle
"
./images/train/1324.jpg,"a person holding a blue bottle of liquid
"
./images/train/1325.jpg,"a large building with a large screen on the side
"
./images/train/1326.jpg,"a person holding a cell phone in their hand
"
./images/train/1327.jpg,"a bowl of meat with a fork and knife on a table
"
./images/train/1328.jpg,"a screenshot of the chinese news app
"
./images/train/1329.jpg,"people standing around a pagoda at night
"
./images/train/133.jpg,"tourists walk around the entrance to the forbidden city
"
./images/train/1330.jpg,"a bowl of food with a spoon in it
"
./images/train/1331.jpg,"a person holding up four cards at a table
"
./images/train/1332.jpg,"a building with a sign that says ""china"" on it
"
./images/train/1333.jpg,"people walking on a sidewalk at night with lights on
"
./images/train/1334.jpg,"a snow covered street with a sidewalk and a fire hydrant
"
./images/train/1335.jpg,"a bridge with many signs and traffic lights
"
./images/train/1336.jpg,"an image of the movie poster for the movie
"
./images/train/1337.jpg,"a circular light fixture with a circular light bulb
"
./images/train/1338.jpg,"an aerial view of the hotel and surrounding area
"
./images/train/1339.jpg,"a screen showing the chinese words for 4
"
./images/train/134.jpg,"the inside of a building with a circular ceiling
"
./images/train/1340.jpg,"a display case with cakes and other food items
"
./images/train/1341.jpg,"a large crowd of people are standing around a large rainbow colored smoke bomb
"
./images/train/1342.jpg,"a woman pushing a stroller with a baby in it
"
./images/train/1343.jpg,"the sun is setting over a factory building
"
./images/train/1344.jpg,"a plane flies over a city at sunset
"
./images/train/1345.jpg,"the interior of the new mercedes - benz concept car
"
./images/train/1346.jpg,"a shelf with a bunch of cups of food
"
./images/train/1347.jpg,"a boy riding a bike with a sword in the shadow of a building
"
./images/train/1348.jpg,"a man is sitting on a bench in front of a building
"
./images/train/1349.jpg,"the snow covered mountains are seen from an airplane
"
./images/train/135.jpg,"a display case with a man on display
"
./images/train/1350.jpg,"a bowl of noodles and vegetables being stirred
"
./images/train/1351.jpg,a baby with a sad face and the caption 'when you're a baby and your parents
./images/train/1352.jpg,"casio fx-12s scientific calculator
"
./images/train/1353.jpg,"a box of mint leaves sitting on a desk
"
./images/train/1354.jpg,"a man taking a picture of a large screen in a shopping mall
"
./images/train/1355.jpg,"a busy street with cars and people walking around
"
./images/train/1356.jpg,"a building with a large red star on it at night
"
./images/train/1357.jpg,"a graph shows the number of people in china who are living in poverty
"
./images/train/1358.jpg,"a man holding a baseball in his hand
"
./images/train/1359.jpg,"a view of the city skyline at night with a dark sky
"
./images/train/136.jpg,"a paved road in a field
"
./images/train/1360.jpg,"a poster with a man in a black shirt and mask
"
./images/train/1361.jpg,the atrium of the atrium on the atrium on the atrium on the at
./images/train/1362.jpg,"a traffic jam in china with buses and cars
"
./images/train/1363.jpg,"a tree with a blue rope around it
"
./images/train/1364.jpg,"the sign is in chinese and english
"
./images/train/1365.jpg,"a subway train with the words quan gi road on it
"
./images/train/1366.jpg,"a man is kneeling down to pet a dog in the shower
"
./images/train/1367.jpg,"a park with trees and a lake at night
"
./images/train/1368.jpg,"a road in the fog with a house and telephone poles
"
./images/train/1369.jpg,"a large screen with chinese writing on it
"
./images/train/137.jpg,"a classroom with a large screen showing a man in space
"
./images/train/1370.jpg,"a view of the mountains and city from a chinese temple
"
./images/train/1371.jpg,"the entrance to a disneyland park with people walking around
"
./images/train/1372.jpg,"the entrance to disneyland japan
"
./images/train/1373.jpg,"a busy city street with traffic and buildings
"
./images/train/1374.jpg,"a view of the pagoda from the tree
"
./images/train/1375.jpg,"a man in a white shirt is standing in front of a crowd
"
./images/train/1376.jpg,"a pagoda surrounded by trees and flowers
"
./images/train/1377.jpg,"a table with many dishes of food on it
"
./images/train/1378.jpg,"a woman with green hair playing guitar on stage
"
./images/train/1379.jpg,"a woman with green hair and a guitar on stage
"
./images/train/138.jpg,"a cat on a mat
"
./images/train/1380.jpg,"a man is giving a speech at a stage
"
./images/train/1381.jpg,"a person is holding a bouquet of flowers in a store
"
./images/train/1382.jpg,"tesla china factory workers protest over unpaid wages
"
./images/train/1383.jpg,"a street sign in the middle of a city
"
./images/train/1384.jpg,"a sign that is in a park
"
./images/train/1385.jpg,"a large white board with chinese characters on it
"
./images/train/1386.jpg,"a cat is sitting on a chair with the caption ""cat""
"
./images/train/1387.jpg,"a woman with a blue backpack walking down the street
"
./images/train/1388.jpg,"a cartoon of a person laying in bed with a smiley face
"
./images/train/1389.jpg,"a plate of noodles with onions and green onions
"
./images/train/139.jpg,"a model of a city with a large map on it
"
./images/train/1390.jpg,"a plate of noodles on a table
"
./images/train/1391.jpg,"a person with a knee injury that has been scratched
"
./images/train/1392.jpg,"a piece of paper with a writing on it
"
./images/train/1393.jpg,"a screenshot of the app showing the different types of messages
"
./images/train/1394.jpg,"a cartoon penguin with a caption that says, ""the penguin is sleeping""
"
./images/train/1395.jpg,"a bag of chinese food with a woman on it
"
./images/train/1396.jpg,"a packet of wipes sitting on a desk next to a keyboard
"
./images/train/1397.jpg,"a wall with a bunch of buttons on it
"
./images/train/1398.jpg,"a shoe is sitting on the floor next to a door
"
./images/train/1399.jpg,"a view of the outside of a building at night
"
./images/train/14.jpg,"four children walking down a road with backpacks
"
./images/train/140.jpg,"a large building with a clock tower and a sign that says ""hilton""
"
./images/train/1400.jpg,"a large building with a sign that says ""chinese food""
"
./images/train/1401.jpg,"a bowl of pasta with meat and pomegranate
"
./images/train/1402.jpg,"a woman is shopping in a store with a child
"
./images/train/1403.jpg,"the entrance to the g15 highway is shown
"
./images/train/1404.jpg,"the building where the hotel is located
"
./images/train/1405.jpg,"an aerial view of a tennis court surrounded by trees
"
./images/train/1406.jpg,"a large table with chairs and a lake in the background
"
./images/train/1407.jpg,"the exterior of a building at night with cars parked in front
"
./images/train/1408.jpg,"a red light is shining on the stairs
"
./images/train/1409.jpg,"a group of men standing in front of a building
"
./images/train/141.jpg,"a room with several monitors and a computer
"
./images/train/1410.jpg,"an aerial view of a university campus with trees
"
./images/train/1411.jpg,"a view of the city skyline from a park
"
./images/train/1412.jpg,"a view of the lake at night with lights on
"
./images/train/1413.jpg,"a view of a city from a building
"
./images/train/1414.jpg,"two pictures of people sitting at a table with a sony logo on it
"
./images/train/1415.jpg,"a panda bear is standing in the grass
"
./images/train/1416.jpg,"a pond in an oriental style building with people walking around
"
./images/train/1417.jpg,"a chinese restaurant with a sign that says ""chinese food""
"
./images/train/1418.jpg,"a field of white and yellow tulips
"
./images/train/1419.jpg,"a group of people standing in front of a red flag
"
./images/train/142.jpg,"a woman writing on a white board
"
./images/train/1420.jpg,"a group of jars with different types of food
"
./images/train/1421.jpg,"a tv with a picture of a man on it
"
./images/train/1422.jpg,"a street light is on the side of a road
"
